page_start,date_of_occurrence,time_of_occurrence,reason_for_force,service_rendered,citizen_injured,citizen_influence_assessment,officer_injured,citizen_race,citizen_gender,notes,officer_involved,name_badge_number,badge_number,force_used_1,force_used_1_effective,force_used_2,force_used_2_effective,force_used_3,force_used_3_effective,force_used_4,force_used_4_effective,force_used_5,force_used_5_effective,force_used_6,force_used_6_effective,force_used_7,force_used_7_effective,force_used_8,force_used_8_effective,officer_name,id
1036,2019-03-31T00:00:00Z,01:52:00,failure to comply,call for service,yes,NA,yes,black,male,NA,incident_officer_3,austin allen - 7349,7349,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,austin allen,1036-2019-m
3335,2017-09-14T00:00:00Z,11:04:00,resisting arrest,effecting an arrest,yes,excited,no,white,male,NA,incident_officer_1,kevin pickerrell - 7023,7023,de-escalation techniques,yes,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kevin pickerrell,3335-2017-m
3550,2017-09-26T00:00:00Z,18:00:00,effect an arrest,warrant service,no,normal,no,white,male,NA,incident_officer_1,zachary cooke - 7171,7171,verbal directions,no,empty hand strikes,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zachary cooke,3550-2017-m
1479,2019-05-26T00:00:00Z,07:34:00,prevent harm to another,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_1,christopher beahl - 7464,7464,ecw cartridge deployed,limited,empty hand strikes,no,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,christopher beahl,1479-2019-m
1229,2019-04-20T00:00:00Z,10:21:00,non-compliance,crime in progress,no,excited,yes,white,male,NA,incident_officer_1,christopher bruce - 6318,6318,verbal directions,no,de-escalation techniques,no,come-along,no,empty hand strikes,yes,take down,yes,NA,NA,NA,NA,NA,NA,christopher bruce,1229-2019-m
817,2019-03-14T00:00:00Z,18:16:00,effect an arrest,call for service,yes,normal,yes,hispanic,male,NA,incident_officer_1,nikolaos katsareas - 5194,5194,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nikolaos katsareas,817-2019-m
3456,2017-09-19T00:00:00Z,03:15:00,prevent harm to another,call for service,yes,excited,yes,black,male,NA,incident_officer_1,alexander dugan - 7430,7430,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alexander dugan,3456-2017-m
2969,2017-08-13T00:00:00Z,14:30:00,effect an arrest,effecting an arrest,yes,excited,yes,black,male,NA,incident_officer_2,kori thurman - 6149,6149,take down,yes,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kori thurman,2969-2017-m
2332,2018-07-07T00:00:00Z,10:45:00,effect an arrest,criminal investigation,no,excited,yes,white,male,NA,incident_officer_3,kyle seng - 7292,7292,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kyle seng,2332-2018-m
4040,2018-12-16T00:00:00Z,07:49:00,active aggression,call for service,yes,alcohol impaired,no,black,male,NA,incident_officer_2,natasha sydnor - 7269,7269,ecw cartridge deployed,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natasha sydnor,4040-2018-m
160,2019-01-17T00:00:00Z,02:30:00,active aggression,call for service,yes,excited,yes,white,female,NA,incident_officer_2,blake schweitzer - 7223,7223,verbal directions,no,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blake schweitzer,160-2019-m
2496,2018-07-29T00:00:00Z,04:00:00,attempting escape,call for service,no,emotionally disturbed,no,black,male,NA,incident_officer_1,timothy huber - 5118,5118,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,timothy huber,2496-2018-m
2594,2019-10-08T00:00:00Z,11:55:00,effect an arrest,call for service,no,emotionally disturbed,no,white,male,NA,incident_officer_3,christopher baker - 7233,7233,oc spray,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher baker,2594-2019-m
80,2017-01-12T00:00:00Z,09:23:00,combative subject,criminal investigation,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_1,bradley lady - 7207,7207,knee strike(s),yes,take down,no,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,bradley lady,80-2017-m
2101,2017-06-13T00:00:00Z,17:10:00,effect an arrest,self initiated,yes,normal,no,white,male,NA,incident_officer_2,jason mcneil - 7139,7139,verbal directions,no,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jason mcneil,2101-2017-m
46,2017-01-10T00:00:00Z,13:36:00,other-explain in narrative,other,no,other,no,other,male,Incident officer #1 is the involved citizen himself,incident_officer_1,timothy ellyson - 7008,7008,ecw cartridge deployed,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,timothy ellyson,46-2017-m
764,2017-03-10T00:00:00Z,17:26:00,effect an arrest,call for service,yes,emotionally disturbed,yes,white,female,NA,incident_officer_1,lance kilkelly - 7134,7134,empty hand strikes,yes,verbal directions,no,empty hand control,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,lance kilkelly,764-2017-m
2374,2019-09-11T00:00:00Z,02:50:00,active aggression,crime in progress,yes,emotionally disturbed,no,white,male,NA,incident_officer_1,jeremy smith - 7511,7511,impact weapon,yes,verbal directions,no,take down,no,empty hand control,no,empty hand strikes,yes,de-escalation techniques,yes,NA,NA,NA,NA,jeremy smith,2374-2019-m
3982,2017-11-02T00:00:00Z,20:41:00,effect an arrest,call for service,yes,normal,no,black,male,NA,incident_officer_1,leslie ostrander - 7341,7341,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leslie ostrander,3982-2017-m
538,2019-02-21T00:00:00Z,00:16:00,resisting arrest,call for service,yes,alcohol impaired,yes,white,male,NA,incident_officer_2,jan dykes - 5025,5025,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jan dykes,538-2019-m
1984,2019-07-28T00:00:00Z,09:00:00,resisting arrest,effecting an arrest,yes,drug impaired,yes,black,male,NA,incident_officer_1,christopher bruce - 6318,6318,empty hand control,no,verbal directions,no,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher bruce,1984-2019-m
640,2017-03-02T00:00:00Z,21:17:00,active aggression,traffic stop,no,alcohol impaired,no,white,male,NA,incident_officer_2,bianca chambers - 7190,7190,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bianca chambers,640-2017-m
2580,2019-10-06T00:00:00Z,04:55:00,effect an arrest,call for service,yes,excited,yes,black,male,NA,incident_officer_3,percy minor - 7445,7445,verbal directions,no,take down,yes,empty hand control,yes,take down,yes,de-escalation techniques,yes,empty hand strikes,no,empty hand control,no,empty hand control,no,percy minor,2580-2019-m
3360,2018-10-22T00:00:00Z,10:20:00,effect an arrest,call for service,yes,excited,no,black,male,NA,incident_officer_2,zachary haley - 7249,7249,take down,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zachary haley,3360-2018-m
1208,2018-04-13T00:00:00Z,05:08:00,failure to comply,effecting an arrest,yes,excited,no,white,male,NA,incident_officer_4,james marcum - 7209,7209,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,james marcum,1208-2018-m
1515,2018-05-05T00:00:00Z,08:45:00,effect an arrest,effecting an arrest,yes,excited,no,black,male,NA,incident_officer_1,brian evanoff - 7918,7918,ecw cartridge deployed,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brian evanoff,1515-2018-m
2428,2019-09-17T00:00:00Z,17:09:00,effect an arrest,call for service,yes,alcohol and drug impaired,no,other,male,NA,incident_officer_1,kent rusch - 7221,7221,empty hand control,no,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kent rusch,2428-2019-m
2934,2019-11-17T00:00:00Z,16:58:00,assaulting officer,call for service,yes,alcohol impaired,yes,white,male,Incident officers #2 and #3 reported no force used against involved citizen,incident_officer_2,dearis hoard - 7132,7132,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dearis hoard,2934-2019-m
1686,2017-05-18T00:00:00Z,08:47:00,active aggression,crime in progress,yes,emotionally disturbed,no,black,male,NA,incident_officer_3,jeromy lynton - 7900,7900,verbal directions,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jeromy lynton,1686-2017-m
3735,2017-10-07T00:00:00Z,10:32:00,attempting escape,call for service,yes,normal,no,white,male,NA,incident_officer_1,travis williams - 6495,6495,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,travis williams,3735-2017-m
1278,2019-04-28T00:00:00Z,11:20:00,suicide attempts,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_2,mark manning - 2936,2936,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mark manning,1278-2019-m
1574,2019-06-09T00:00:00Z,00:05:00,resisting arrest,vehicle pursuit,yes,emotionally disturbed,no,black,male,NA,incident_officer_5,joshua seelye - 7319,7319,empty hand control,yes,verbal directions,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua seelye,1574-2019-m
2911,2018-09-04T00:00:00Z,19:34:00,resisting arrest,call for service,no,excited,no,black,female,NA,incident_officer_5,blake schweitzer - 7223,7223,hobble,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blake schweitzer,2911-2018-m
684,2018-02-26T00:00:00Z,20:15:00,resisting arrest,call for service,yes,alcohol impaired,yes,white,male,NA,incident_officer_2,andrew petty - 7315,7315,hobble,no,verbal directions,no,take down,yes,empty hand control,yes,oc spray,yes,empty hand strikes,yes,NA,NA,NA,NA,andrew petty,684-2018-m
1893,2017-05-30T00:00:00Z,02:20:00,resisting arrest,effecting an arrest,yes,normal,yes,white,female,NA,incident_officer_1,burke mengel - 7366,7366,empty hand control,no,take down,yes,verbal directions,no,knee strike(s),no,NA,NA,NA,NA,NA,NA,NA,NA,burke mengel,1893-2017-m
2178,2017-01-22T00:00:00Z,22:00:00,failure to comply,call for service,no,emotionally disturbed,no,black,male,NA,incident_officer_1,damon green - 2801,2801,de-escalation techniques,no,oc spray,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,damon green,2178-2017-m
1215,2017-04-17T00:00:00Z,23:00:00,active aggression,traffic stop,yes,excited,no,black,male,NA,incident_officer_1,jonathan haywood - 7131,7131,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jonathan haywood,1215-2017-m
4467,2017-12-22T00:00:00Z,11:59:00,resisting arrest,call for service,no,drug impaired,yes,black,male,NA,incident_officer_1,michael faulkner jr - 7619,7619,take down,yes,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,michael faulkner jr,4467-2017-m
367,2017-01-05T00:00:00Z,10:32:00,active aggression,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_4,edward johnson iii - 7400,7400,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,edward johnson iii,367-2017-m
1574,2019-06-09T00:00:00Z,00:05:00,resisting arrest,vehicle pursuit,yes,emotionally disturbed,no,black,male,NA,incident_officer_6,peyton harris - 5115,5115,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,peyton harris,1574-2019-m
752,2017-02-16T00:00:00Z,23:20:00,effect an arrest,self initiated,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_1,joshua thompson - 7884,7884,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua thompson,752-2017-m
3969,2017-11-02T00:00:00Z,12:35:00,active aggression,call for service,no,emotionally disturbed,no,white,male,NA,incident_officer_3,huge hall iii - 6824,6824,verbal directions,no,ecw cartridge deployed,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,huge hall iii,3969-2017-m
2911,2018-09-04T00:00:00Z,19:34:00,resisting arrest,call for service,no,excited,no,black,female,NA,incident_officer_4,matthew martin - 7311,7311,take down,no,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew martin,2911-2018-m
1883,2019-07-15T00:00:00Z,14:42:00,effect an arrest,criminal investigation,yes,normal,yes,black,male,NA,incident_officer_2,shaun sargent - 7266,7266,take down,yes,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shaun sargent,1883-2019-m
397,2019-02-08T00:00:00Z,14:29:00,effect an arrest,call for service,yes,drug impaired,no,black,female,NA,incident_officer_2,ryan pickerrell - 7488,7488,take down,yes,de-escalation techniques,no,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,ryan pickerrell,397-2019-m
2514,2018-08-01T00:00:00Z,17:56:00,prevent harm to another,other,yes,alcohol and drug impaired,no,white,female,Incident officer #2 is unknown but force against citizen was used,incident_officer_2,unknown,NA,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2514-2018-m
1299,2017-04-22T00:00:00Z,22:00:00,resisting arrest,criminal investigation,no,alcohol impaired,no,white,male,NA,incident_officer_2,doug des ruisseaux - 2262,2262,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,doug des ruisseaux,1299-2017-m
2390,2017-07-08T00:00:00Z,22:20:00,resisting arrest,call for service,yes,excited,yes,black,male,NA,incident_officer_2,kierstin holman - 7175,7175,hobble,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kierstin holman,2390-2017-m
1787,2018-05-25T00:00:00Z,15:30:00,other-explain in narrative,call for service,yes,excited,no,white,male,NA,incident_officer_1,charles rader - 7984,7984,ecw cartridge deployed,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charles rader,1787-2018-m
830,2017-03-16T00:00:00Z,09:30:00,active aggression,effecting an arrest,yes,emotionally disturbed,no,white,male,NA,incident_officer_1,john green - 2373,2373,de-escalation techniques,no,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john green,830-2017-m
1314,2019-05-07T00:00:00Z,23:36:00,assaulting officer,call for service,yes,excited,no,black,male,NA,incident_officer_1,garrett blackman - 7425,7425,verbal directions,no,ecw cartridge deployed,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,garrett blackman,1314-2019-m
1527,2019-05-31T00:00:00Z,16:33:00,effect an arrest,warrant service,yes,NA,yes,white,male,NA,incident_officer_1,john dillon - 7348,7348,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john dillon,1527-2019-m
4432,2017-12-17T00:00:00Z,03:08:00,effect an arrest,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_2,david moss - 7369,7369,verbal directions,no,empty hand control,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,david moss,4432-2017-m
3876,2018-12-07T00:00:00Z,18:04:00,resisting arrest,call for service,no,excited,no,black,male,NA,incident_officer_1,charles roberts - 7373,7373,ecw cartridge deployed,limited,verbal directions,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charles roberts,3876-2018-m
1207,2017-04-17T00:00:00Z,21:12:00,effect an arrest,self initiated,yes,excited,no,white,male,NA,incident_officer_1,paul kilkelly - 7017,7017,ecw cartridge deployed,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paul kilkelly,1207-2017-m
1199,2019-04-17T00:00:00Z,16:21:00,effect an arrest,call for service,yes,alcohol and drug impaired,no,white,male,NA,incident_officer_2,christopher maybody - 7261,7261,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,christopher maybody,1199-2019-m
2470,2018-08-16T00:00:00Z,12:27:00,resisting arrest,call for service,yes,excited,no,black,male,NA,incident_officer_1,patrick norton - 7408,7408,empty hand control,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,patrick norton,2470-2018-m
1446,2018-04-29T00:00:00Z,06:16:00,resisting arrest,call for service,no,drug impaired,no,white,male,NA,incident_officer_2,kristina shepherd - 2600,2600,take down,no,verbal directions,no,de-escalation techniques,no,ecw stun feature,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,kristina shepherd,1446-2018-m
525,2019-02-20T00:00:00Z,12:02:00,resisting arrest,call for service,yes,excited,yes,white,male,NA,incident_officer_1,charles meek - 7667,7667,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charles meek,525-2019-m
2332,2018-07-07T00:00:00Z,10:45:00,effect an arrest,criminal investigation,no,excited,yes,white,male,NA,incident_officer_2,anthony altes - 5102,5102,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anthony altes,2332-2018-m
2564,2018-08-07T00:00:00Z,15:20:00,resisting arrest,call for service,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_4,hunter powell - 7410,7410,empty hand control,no,verbal directions,no,take down,yes,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,hunter powell,2564-2018-m
9,2017-01-03T00:00:00Z,11:33:00,resisting arrest,call for service,no,excited,no,black,male,NA,incident_officer_3,andrea jenkins - 2499,2499,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,andrea jenkins,9-2017-m
210,2018-01-20T00:00:00Z,13:20:00,effect an arrest,call for service,yes,excited,no,black,male,NA,incident_officer_1,joshua weyer - 7271,7271,verbal directions,no,empty hand strikes,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua weyer,210-2018-m
3170,2018-10-05T00:00:00Z,13:02:00,active aggression,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_1,robert oliver jr - 7513,7513,de-escalation techniques,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robert oliver jr,3170-2018-m
2936,2017-08-12T00:00:00Z,19:55:00,resisting arrest,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_1,dontae booker - 7350,7350,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dontae booker,2936-2017-m
1313,2018-04-19T00:00:00Z,20:43:00,prevent harm to another,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_2,matthew marcum - 7159,7159,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew marcum,1313-2018-m
3688,2018-11-16T00:00:00Z,22:45:00,effect an arrest,effecting an arrest,yes,excited,no,white,male,NA,incident_officer_1,robert krugler - 7034,7034,special impact munitions,yes,empty hand control,yes,verbal directions,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,robert krugler,3688-2018-m
444,2018-02-05T00:00:00Z,13:15:00,effect an arrest,self initiated,yes,normal,yes,black,male,NA,incident_officer_2,derek hurley - 7833,7833,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,derek hurley,444-2018-m
114,2018-01-12T00:00:00Z,13:04:00,active aggression,call for service,no,excited,no,white,male,NA,incident_officer_1,elisha thompson - 7988,7988,empty hand strikes,no,ecw stun feature,yes,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,elisha thompson,114-2018-m
3605,2018-11-19T00:00:00Z,04:20:00,active aggression,call for service,yes,alcohol and drug impaired,no,white,female,NA,incident_officer_1,patrick schultz - 7344,7344,take down,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,patrick schultz,3605-2018-m
2029,2018-06-14T00:00:00Z,02:47:00,attempting escape,call for service,yes,NA,no,white,male,NA,incident_officer_1,travis tracy - 7295,7295,verbal directions,no,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,travis tracy,2029-2018-m
1425,2017-05-03T00:00:00Z,00:28:00,resisting arrest,call for service,no,emotionally disturbed,yes,black,male,NA,incident_officer_3,phillip kurtz - 7337,7337,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phillip kurtz,1425-2017-m
3119,2017-08-26T00:00:00Z,23:33:00,resisting arrest,call for service,no,alcohol and drug impaired,no,white,male,NA,incident_officer_1,brent jones - 2721,2721,oc spray,yes,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brent jones,3119-2017-m
366,2019-02-05T00:00:00Z,23:07:00,effect an arrest,effecting an arrest,yes,alcohol impaired,yes,black,male,NA,incident_officer_2,patrick schultz -7344,7344,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,patrick schultz,366-2019-m
1668,2018-05-16T00:00:00Z,14:32:00,escape,other,yes,other,yes,black,male,NA,incident_officer_4,thomas lawson - 7157,7157,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,thomas lawson,1668-2018-m
2122,2019-08-14T00:00:00Z,08:10:00,attempting escape,call for service,yes,excited,yes,white,male,NA,incident_officer_2,william stull - 5253,5253,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,william stull,2122-2019-m
1055,2018-03-31T00:00:00Z,14:30:00,combative subject,call for service,yes,drug impaired,no,white,male,NA,incident_officer_3,todd hollis - 7723,7723,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,todd hollis,1055-2018-m
3612,2017-09-30T00:00:00Z,16:27:00,active aggression,call for service,yes,drug impaired,yes,other,male,NA,incident_officer_1,jennifer del valle - 7148,7148,empty hand control,no,de-escalation techniques,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jennifer del valle,3612-2017-m
2884,2018-09-02T00:00:00Z,22:51:00,attempting escape,escape from custody,no,alcohol impaired,no,white,male,NA,incident_officer_1,stephen barone - 7768,7768,de-escalation techniques,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stephen barone,2884-2018-m
3218,2019-12-27T00:00:00Z,09:50:00,resisting arrest,call for service,yes,excited,no,white,male,NA,incident_officer_1,sean jones - 7524,7524,take down,yes,verbal directions,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sean jones,3218-2019-m
1741,2019-06-27T00:00:00Z,18:30:00,attempting escape,effecting an arrest,yes,excited,yes,black,male,NA,incident_officer_1,clayton poff - 7489,7489,take down,yes,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clayton poff,1741-2019-m
1311,2017-04-24T00:00:00Z,23:47:00,resisting arrest,call for service,yes,emotionally disturbed,no,white,female,NA,incident_officer_3,donald abell jr - 6028,6028,hobble,yes,empty hand control,yes,take down,yes,verbal directions,yes,NA,NA,NA,NA,NA,NA,NA,NA,donald abell jr,1311-2017-m
90,2019-01-09T00:00:00Z,15:00:00,active aggression,effecting an arrest,yes,other,no,black,male,NA,incident_officer_1,joseph howell - 7046,7046,empty hand strikes,yes,de-escalation techniques,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph howell,90-2019-m
1987,2017-06-07T00:00:00Z,02:25:00,resisting arrest,self initiated,yes,NA,yes,black,male,NA,incident_officer_2,joshua weyer - 7271,7271,ecw stun feature,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua weyer,1987-2017-m
1940,2018-06-09T00:00:00Z,16:02:00,resisting arrest,effecting an arrest,yes,drug impaired,no,black,male,NA,incident_officer_1,adam moseley - 7485,7485,empty hand control,no,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adam moseley,1940-2018-m
1457,2018-04-29T00:00:00Z,18:20:00,active aggression,call for service,yes,excited,no,black,female,NA,incident_officer_2,corey mills - 5101,5101,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corey mills,1457-2018-m
1860,2018-06-01T00:00:00Z,13:30:00,resisting arrest,mental inquest interview,yes,emotionally disturbed,yes,white,male,NA,incident_officer_2,amy tanner - 2532,2532,empty hand control,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amy tanner,1860-2018-m
4298,2017-12-05T00:00:00Z,16:49:00,active aggression,call for service,yes,emotionally disturbed,yes,hispanic,male,NA,incident_officer_2,zachary haley - 7249,7249,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zachary haley,4298-2017-m
3101,2017-08-26T00:00:00Z,16:48:00,failure to comply,call for service,yes,other,yes,black,male,NA,incident_officer_2,payvand rakhshan - 7451,7451,empty hand control,no,verbal directions,no,take down,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,payvand rakhshan,3101-2017-m
90,2017-01-12T00:00:00Z,11:58:00,non-compliance,call for service,yes,excited,no,white,male,NA,incident_officer_1,chad burke - 7827,7827,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chad burke,90-2017-m
2007,2017-06-10T00:00:00Z,03:00:00,resisting arrest,criminal investigation,yes,normal,yes,black,male,NA,incident_officer_3,daniel knable - 7155,7155,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,daniel knable,2007-2017-m
3098,2019-12-12T00:00:00Z,01:38:00,non-compliance,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_2,mark kordis - 2816,2816,de-escalation techniques,yes,verbal directions,yes,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,mark kordis,3098-2019-m
3701,2017-10-05T00:00:00Z,12:00:00,resisting arrest,call for service,yes,excited,no,black,male,NA,incident_officer_4,stephanie kausky - 7084,7084,empty hand control,no,empty hand strikes,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stephanie kausky,3701-2017-m
3868,2018-12-07T00:00:00Z,09:30:00,effect an arrest,other,no,other,no,black,male,NA,incident_officer_2,aaron browning - 7820,7820,other (in narrative),no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aaron browning,3868-2018-m
2436,2018-07-19T00:00:00Z,14:28:00,prevent harm to another,call for service,yes,emotionally disturbed,no,white,female,NA,incident_officer_1,thomas davis - 6148,6148,hobble,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,thomas davis,2436-2018-m
